22,[0.5399571657180786],[0.8789635300636292],[0.7880808115005493],[0.8197891712188721],2645.942033290863
23,[0.5289449691772461],[0.8820818662643433],[0.477245569229126],[0.889233410358429],2643.476036787033
24,[0.5166506767272949],[0.884893536567688],[0.4945983290672302],[0.8917227387428284],2642.2940731048584
25,[0.5042717456817627],[0.8878965377807617],[0.48602521419525146],[0.8888067007064819],2640.629311800003
26,[0.49193280935287476],[0.890548586845398],[0.5369630455970764],[0.880499541759491],2637.019583463669
27,[0.47920116782188416],[0.89238041639328],[0.45413804054260254],[0.8957909345626831],2636.301568031311
28,[0.47292396426200867],[0.8948854804039001],[0.5061184763908386],[0.8851936459541321],2634.1640300750732
29,[0.46197423338890076],[0.8972198963165283],[0.4135046601295471],[0.9045248031616211],2635.6003019809723
30,[0.45660901069641113],[0.8982250690460205],[0.5177854299545288],[0.8833017945289612],3231.5342469215393
31,[0.4525631368160248],[0.8999067544937134],[0.5261020064353943],[0.8794469237327576],2652.159797668457
32,[0.4451059103012085],[0.9013386964797974],[0.46525391936302185],[0.8955349326133728],2655.1948823928833
33,[0.43387117981910706],[0.9033664464950562],[0.504198431968689],[0.8944538235664368],2654.29878115654
34,[0.42835208773612976],[0.904935896396637],[0.645298182964325],[0.8646107316017151],2652.8748054504395
35,[0.422028511762619],[0.9068625569343567],[0.5711992383003235],[0.8770145773887634],2655.321591615677
