1,[15.841023445129395],[0.6336536407470703],[13.330809593200684],[0.7862192392349243],6063.9557411670685
2,[13.966605186462402],[0.7661930322647095],[12.979647636413574],[0.7962760329246521],5191.958950996399
3,[13.349322319030762],[0.7884955406188965],[12.698062896728516],[0.7949673533439636],5197.337938785553
4,[12.807366371154785],[0.8047431111335754],[11.602008819580078],[0.835791826248169],5198.075313806534
5,[12.27811050415039],[0.8195602893829346],[11.248967170715332],[0.8376125693321228],5198.044694662094
6,[11.775485038757324],[0.8317554593086243],[10.641683578491211],[0.8518086671829224],5198.728020429611
7,[11.28908920288086],[0.8428094983100891],[10.073286056518555],[0.8612964153289795],5198.338691711426
8,[10.851765632629395],[0.850860595703125],[9.53650951385498],[0.8716518878936768],5196.270370483398
9,[10.39726448059082],[0.8600369691848755],[10.757092475891113],[0.8157209753990173],5194.670014619827
10,[10.0106782913208],[0.8666102886199951],[8.775753021240234],[0.8804711103439331],5189.242088317871
11,[9.605087280273438],[0.8734791874885559],[8.309022903442383],[0.8862462639808655],5179.588901042938
12,[9.217162132263184],[0.880031943321228],[8.031314849853516],[0.8887782692909241],5183.206187725067
13,[8.87139892578125],[0.8863586783409119],[7.894896507263184],[0.8914240002632141],5185.002484321594
14,[8.518263816833496],[0.8911523222923279],[7.185848236083984],[0.9039700627326965],5185.204141378403
15,[8.320369720458984],[0.8925589919090271],[8.137073516845703],[0.8715807795524597],5181.601521015167
16,[7.969756126403809],[0.8977620005607605],[6.640700817108154],[0.9085646271705627],5185.287628889084
17,[7.692823886871338],[0.9026584029197693],[6.540957927703857],[0.9070994853973389],5185.619901180267
18,[7.474254608154297],[0.9051603674888611],[6.467312812805176],[0.9041834473609924],5187.22310590744
19,[7.1942524909973145],[0.9097105860710144],[5.887847900390625],[0.9176398515701294],5181.485480546951
20,[6.953649520874023],[0.9125444293022156],[5.663127422332764],[0.9186640381813049],5183.6776332855225
21,[6.690230846405029],[0.9173444509506226],[5.303109169006348],[0.9274263381958008],5183.481270074844
22,[6.59158182144165],[0.9174171686172485],[5.190432548522949],[0.9252499938011169],5185.917565822601
23,[6.316776752471924],[0.9213636517524719],[5.5730109214782715],[0.915876030921936],5186.049322843552
24,[6.139864444732666],[0.9240362644195557],[4.9711079597473145],[0.9271560907363892],5182.980882167816
25,[6.007508754730225],[0.9258538484573364],[4.629525661468506],[0.9322342276573181],5183.91517496109
26,[5.886105537414551],[0.9273474216461182],[4.414062976837158],[0.9368572235107422],5183.6001608371735
27,[5.707685470581055],[0.928987979888916],[4.8217315673828125],[0.9243965148925781],5182.600160598755
28,[5.552371978759766],[0.9317159652709961],[4.9743475914001465],[0.9202002882957458],5187.244220495224
29,[5.416383743286133],[0.9317902326583862],[4.699871063232422],[0.9249370694160461],5989.573347091675
30,[5.272064208984375],[0.9352483749389648],[4.462958812713623],[0.925790548324585],5185.967517614365
31,[5.178659439086914],[0.9361745715141296],[4.471984386444092],[0.9297022819519043],5194.936745166779
32,[5.071761608123779],[0.9362156391143799],[4.089247703552246],[0.935207188129425],6183.47762465477
33,[5.030082702636719],[0.9378151297569275],[3.768374443054199],[0.9423052072525024],5201.522252082825
34,[4.920869827270508],[0.9395204782485962],[3.8523108959198],[0.9388486742973328],5206.927753210068
35,[4.696226119995117],[0.9431256055831909],[3.7414305210113525],[0.9415086507797241],5200.910461425781
36,[4.749959468841553],[0.941769540309906],[6.066145420074463],[0.8869432806968689],5203.465258359909
37,[4.656697750091553],[0.942913830280304],[3.3284709453582764],[0.9487205147743225],5201.716893196106
38,[4.538705825805664],[0.9432947039604187],[3.307781219482422],[0.9502140879631042],6106.116384029388
39,[4.377360820770264],[0.9479872584342957],[3.635772943496704],[0.9406551718711853],5175.9069702625275
40,[4.317934036254883],[0.948206901550293],[3.488272190093994],[0.944652259349823],5175.579650402069
41,[4.200787544250488],[0.9500561356544495],[3.399266242980957],[0.9455199837684631],5176.099119186401
42,[4.168213844299316],[0.9503169059753418],[3.502333164215088],[0.938251256942749],5174.650449752808
43,[4.174398422241211],[0.9483792185783386],[3.6237456798553467],[0.9379809498786926],6158.073305606842
44,[4.068262577056885],[0.9515607357025146],[2.9191462993621826],[0.9556193947792053],5195.104833126068
45,[4.106444358825684],[0.9502805471420288],[2.929490804672241],[0.9543676376342773],5200.918230056763
46,[4.077646255493164],[0.9506440758705139],[2.819497585296631],[0.9550930857658386],5201.704606771469
47,[3.9376559257507324],[0.9533957242965698],[2.84832763671875],[0.955363392829895],5198.13637304306
48,[3.99328875541687],[0.9522308707237244],[2.912148952484131],[0.9543676376342773],5202.335589170456
