1,[15.810246467590332],[0.6307202577590942],[14.329710960388184],[0.741212785243988],3052.604637861252
2,[13.99941635131836],[0.7547707557678223],[13.742499351501465],[0.7676135301589966],2659.0835638046265
3,[13.572237014770508],[0.7726652026176453],[13.40254020690918],[0.7776703238487244],2658.568545103073
4,[13.203835487365723],[0.7845901250839233],[13.037281036376953],[0.792478084564209],2658.049158811569
5,[12.875531196594238],[0.7957342267036438],[13.015850067138672],[0.787101149559021],2658.128123521805
6,[12.581830978393555],[0.8051429390907288],[12.489150047302246],[0.8070013523101807],2658.141499519348
7,[12.31104850769043],[0.8137329816818237],[12.273847579956055],[0.8140851259231567],2656.340993642807
8,[12.059436798095703],[0.8211202621459961],[12.355488777160645],[0.8089358806610107],2657.01789021492
9,[11.801897048950195],[0.8287825584411621],[11.816679954528809],[0.828451931476593],2682.5162749290466
10,[11.60162353515625],[0.8283147215843201],[11.421481132507324],[0.8387647271156311],2979.5223710536957
11,[11.31106948852539],[0.8414344787597656],[11.501538276672363],[0.83442622423172],2692.2744460105896
12,[11.100419998168945],[0.846386194229126],[11.070258140563965],[0.8460192680358887],2690.1302123069763
13,[10.892725944519043],[0.8512936234474182],[10.853447914123535],[0.8518228530883789],2691.533853530884
14,[10.69728946685791],[0.8546885848045349],[10.630399703979492],[0.8579394221305847],2691.968801021576
15,[10.487034797668457],[0.8604415655136108],[10.490904808044434],[0.8584941625595093],2692.3891701698303
16,[10.30836009979248],[0.863101601600647],[10.28056812286377],[0.8637572526931763],2693.9211757183075
17,[10.118352890014648],[0.8672267198562622],[10.160238265991211],[0.8662892580032349],2692.2226560115814
18,[9.957412719726562],[0.8705963492393494],[9.99111557006836],[0.8676690459251404],2692.1089181900024
19,[9.783226013183594],[0.8735455274581909],[9.817987442016602],[0.8729320764541626],2687.884276866913
20,[9.605469703674316],[0.8772281408309937],[9.563326835632324],[0.8786787986755371],2685.730717420578
21,[9.449223518371582],[0.8798201680183411],[9.503807067871094],[0.8759477138519287],2689.3315002918243
22,[9.29206657409668],[0.8823979496955872],[9.32668399810791],[0.8804284334182739],2684.602714776993
23,[9.135990142822266],[0.8852681517601013],[9.246222496032715],[0.8813388347625732],2686.662092447281
24,[8.9957275390625],[0.88743656873703],[8.948841094970703],[0.8872562050819397],2682.988659143448
25,[8.863092422485352],[0.889409065246582],[8.779472351074219],[0.8909688591957092],2686.280561685562
26,[8.720500946044922],[0.891871452331543],[8.709107398986816],[0.8922348022460938],2687.0990941524506
27,[8.574849128723145],[0.8951557874679565],[8.483512878417969],[0.8963172435760498],2683.9482872486115
28,[8.462408065795898],[0.8963996171951294],[8.52938461303711],[0.8936288356781006],2683.008223772049
29,[8.330212593078613],[0.8980227708816528],[8.266782760620117],[0.8984794020652771],2686.9180123806
30,[8.189644813537598],[0.8999952673912048],[8.116058349609375],[0.9005135297775269],2683.4923877716064
31,[8.08055305480957],[0.901789128780365],[8.154376029968262],[0.8989487886428833],2685.280861377716
32,[7.9472150802612305],[0.9037758111953735],[7.851592540740967],[0.905563235282898],2687.1365883350372
33,[7.835316181182861],[0.9051413536071777],[7.781801700592041],[0.9064878225326538],2687.1808104515076
34,[7.719366550445557],[0.9063535928726196],[7.6541924476623535],[0.9088491201400757],2688.3167407512665
35,[7.620100975036621],[0.9077855348587036],[7.69330358505249],[0.9046528339385986],2688.3475897312164
36,[7.5044426918029785],[0.9097975492477417],[7.5330491065979],[0.9070568084716797],2683.3520159721375
37,[7.400759220123291],[0.9108770489692688],[7.422854900360107],[0.9093896150588989],2686.2717587947845
38,[7.2984724044799805],[0.9122599363327026],[7.27853536605835],[0.9135574102401733],2691.4895062446594
39,[7.197629928588867],[0.9138230681419373],[7.598137855529785],[0.9057196974754333],2680.4912343025208
40,[7.097229957580566],[0.9147271513938904],[7.247769832611084],[0.9114806056022644],2678.145344018936
41,[6.9903082847595215],[0.9163139462471008],[6.951481342315674],[0.9163880944252014],2678.8076736927032
42,[6.898665428161621],[0.9174566268920898],[6.8866448402404785],[0.9185644388198853],2680.310264110565
43,[6.814232349395752],[0.9184761047363281],[6.722557067871094],[0.9206412434577942],2682.5501821041107
44,[6.715273857116699],[0.9195113182067871],[6.883452415466309],[0.9160894155502319],2684.849784374237
